run_name,epoch,global_step,train_loss,dev_accuracy,learning_rate,examples_seen,effective_batch_size
MNLI_ANLI_WANLI_3way,1,1,0.5320301502943039,,2.0833333333333334e-06,32,32
MNLI_ANLI_WANLI_3way,1,25,0.3830308970250189,,5.208333333333334e-05,800,32
MNLI_ANLI_WANLI_3way,1,50,0.35699749530293046,,0.00010416666666666667,1600,32
MNLI_ANLI_WANLI_3way,1,75,0.338560167743514,,0.00015625,2400,32
MNLI_ANLI_WANLI_3way,1,100,0.3305490432726219,,0.00020833333333333335,3200,32
MNLI_ANLI_WANLI_3way,1,125,0.32614484963193535,,0.0002604166666666667,4000,32
MNLI_ANLI_WANLI_3way,1,150,0.32154422828617196,,0.0003125,4800,32
MNLI_ANLI_WANLI_3way,1,175,0.3172309212200344,,0.0003645833333333333,5600,32
MNLI_ANLI_WANLI_3way,1,200,0.3156025161105208,,0.0004166666666666667,6400,32
MNLI_ANLI_WANLI_3way,1,225,0.3130032482308646,,0.00046875,7200,32
MNLI_ANLI_WANLI_3way,1,250,0.3123958672378212,,0.0004986702127659575,8000,32
MNLI_ANLI_WANLI_3way,1,275,0.31094890453598717,,0.0004953457446808511,8800,32
MNLI_ANLI_WANLI_3way,1,300,0.3110655775262664,,0.0004920212765957447,9600,32
MNLI_ANLI_WANLI_3way,1,325,0.309276033982348,,0.0004886968085106383,10400,32
MNLI_ANLI_WANLI_3way,1,350,0.3078665307297238,,0.0004853723404255319,11200,32
MNLI_ANLI_WANLI_3way,1,375,0.3077151315957308,,0.0004820478723404255,12000,32
MNLI_ANLI_WANLI_3way,1,400,0.3081855521630496,,0.0004787234042553192,12800,32
MNLI_ANLI_WANLI_3way,1,425,0.307125265736352,,0.0004753989361702128,13600,32
MNLI_ANLI_WANLI_3way,1,450,0.3056493628811505,,0.0004720744680851064,14400,32
MNLI_ANLI_WANLI_3way,1,475,0.30490767072298025,,0.00046875,15200,32
MNLI_ANLI_WANLI_3way,1,500,0.3046078436635435,,0.00046542553191489364,16000,32
MNLI_ANLI_WANLI_3way,1,525,0.3036898546435294,,0.00046210106382978724,16800,32
MNLI_ANLI_WANLI_3way,1,550,0.3028645960089158,,0.00045877659574468084,17600,32
MNLI_ANLI_WANLI_3way,1,575,0.30197180982112237,,0.0004554521276595745,18400,32
MNLI_ANLI_WANLI_3way,1,600,0.3006730881488572,,0.0004521276595744681,19200,32
MNLI_ANLI_WANLI_3way,1,625,0.29978300812244413,,0.0004488031914893617,20000,32
MNLI_ANLI_WANLI_3way,1,650,0.29925253719664535,,0.0004454787234042553,20800,32
MNLI_ANLI_WANLI_3way,1,675,0.2984519752611717,,0.00044215425531914896,21600,32
MNLI_ANLI_WANLI_3way,1,700,0.29754780739346254,,0.00043882978723404256,22400,32
MNLI_ANLI_WANLI_3way,1,725,0.2975412241350217,,0.00043550531914893616,23200,32
MNLI_ANLI_WANLI_3way,1,750,0.2970229601208121,,0.0004321808510638298,24000,32
MNLI_ANLI_WANLI_3way,1,775,0.29627258635817033,,0.0004288563829787234,24800,32
MNLI_ANLI_WANLI_3way,1,800,0.29615346014499666,,0.000425531914893617,25600,32
MNLI_ANLI_WANLI_3way,1,825,0.29555124561612806,,0.0004222074468085106,26400,32
MNLI_ANLI_WANLI_3way,1,850,0.29519806923235165,,0.0004188829787234043,27200,32
MNLI_ANLI_WANLI_3way,1,875,0.2948557680211961,,0.0004155585106382979,28000,32
MNLI_ANLI_WANLI_3way,1,900,0.2945942223279013,,0.00041223404255319153,28800,32
MNLI_ANLI_WANLI_3way,1,925,0.2941718748413228,,0.00040890957446808513,29600,32
MNLI_ANLI_WANLI_3way,1,950,0.29337866212241354,,0.00040558510638297873,30400,32
MNLI_ANLI_WANLI_3way,1,975,0.29291656024037643,,0.00040226063829787234,31200,32
MNLI_ANLI_WANLI_3way,1,1000,0.29252002825401724,,0.00039893617021276594,32000,32
MNLI_ANLI_WANLI_3way,1,1000,0.29252002825401724,0.7333333333333333,0.00039893617021276594,32000,32
MNLI_ANLI_WANLI_3way,1,1025,0.29170604289940943,,0.0003956117021276596,32800,32
MNLI_ANLI_WANLI_3way,1,1050,0.2910906058483358,,0.0003922872340425532,33600,32
MNLI_ANLI_WANLI_3way,1,1075,0.29046177773281584,,0.00038896276595744685,34400,32
MNLI_ANLI_WANLI_3way,1,1100,0.2896272469049489,,0.00038563829787234045,35200,32
MNLI_ANLI_WANLI_3way,1,1125,0.28891565403673386,,0.00038231382978723405,36000,32
MNLI_ANLI_WANLI_3way,1,1150,0.2884598042556773,,0.00037898936170212765,36800,32
MNLI_ANLI_WANLI_3way,1,1175,0.2877349113637304,,0.00037566489361702126,37600,32
MNLI_ANLI_WANLI_3way,1,1200,0.2871227390408361,,0.0003723404255319149,38400,32
MNLI_ANLI_WANLI_3way,1,1225,0.28672375466902644,,0.0003690159574468085,39200,32
MNLI_ANLI_WANLI_3way,1,1250,0.2855534936148673,,0.00036569148936170217,40000,32
MNLI_ANLI_WANLI_3way,1,1275,0.28489184260496175,,0.00036236702127659577,40800,32
MNLI_ANLI_WANLI_3way,1,1300,0.28425817373943013,,0.00035904255319148937,41600,32
MNLI_ANLI_WANLI_3way,1,1325,0.28357989377693604,,0.00035571808510638297,42400,32
MNLI_ANLI_WANLI_3way,1,1350,0.2830476511988996,,0.0003523936170212766,43200,32
MNLI_ANLI_WANLI_3way,1,1375,0.28255176926014774,,0.0003490691489361702,44000,32
MNLI_ANLI_WANLI_3way,1,1400,0.2817599987050718,,0.0003457446808510639,44800,32
MNLI_ANLI_WANLI_3way,1,1425,0.2807938189139557,,0.0003424202127659575,45600,32
MNLI_ANLI_WANLI_3way,1,1450,0.2802747428733534,,0.0003390957446808511,46400,32
MNLI_ANLI_WANLI_3way,1,1475,0.27990205488451836,,0.0003357712765957447,47200,32
MNLI_ANLI_WANLI_3way,1,1500,0.27938327210753533,,0.0003324468085106383,48000,32
MNLI_ANLI_WANLI_3way,1,1525,0.27892620633356274,,0.0003291223404255319,48800,32
MNLI_ANLI_WANLI_3way,1,1550,0.27844130161113195,,0.0003257978723404255,49600,32
MNLI_ANLI_WANLI_3way,2,1575,0.27719854993937865,,0.0003224734042553192,50400,32
MNLI_ANLI_WANLI_3way,2,1600,0.2754495848738952,,0.0003191489361702128,51200,32
MNLI_ANLI_WANLI_3way,2,1625,0.2740995097029596,,0.0003158244680851064,52000,32
MNLI_ANLI_WANLI_3way,2,1650,0.2730793989837438,,0.0003125,52800,32
MNLI_ANLI_WANLI_3way,2,1675,0.2719921373201659,,0.0003091755319148936,53600,32
MNLI_ANLI_WANLI_3way,2,1700,0.27078661784943986,,0.0003058510638297872,54400,32
MNLI_ANLI_WANLI_3way,2,1725,0.26947007448773536,,0.0003025265957446808,55200,32
MNLI_ANLI_WANLI_3way,2,1750,0.2685011561906431,,0.0002992021276595745,56000,32
MNLI_ANLI_WANLI_3way,2,1775,0.26775889055432855,,0.0002958776595744681,56800,32
MNLI_ANLI_WANLI_3way,2,1800,0.26676468140131976,,0.0002925531914893617,57600,32
MNLI_ANLI_WANLI_3way,2,1825,0.2656715990275412,,0.0002892287234042553,58400,32
MNLI_ANLI_WANLI_3way,2,1850,0.26458161693944193,,0.0002859042553191489,59200,32
MNLI_ANLI_WANLI_3way,2,1875,0.2636524201397784,,0.00028257978723404253,60000,32
MNLI_ANLI_WANLI_3way,2,1900,0.26274936331555515,,0.00027925531914893613,60800,32
MNLI_ANLI_WANLI_3way,2,1925,0.2618067567277542,,0.00027593085106382984,61600,32
MNLI_ANLI_WANLI_3way,2,1950,0.26100467300194746,,0.00027260638297872344,62400,32
MNLI_ANLI_WANLI_3way,2,1975,0.2600409458118161,,0.00026928191489361704,63200,32
MNLI_ANLI_WANLI_3way,2,2000,0.2592058813642361,,0.00026595744680851064,64000,32
MNLI_ANLI_WANLI_3way,2,2000,0.2592058813642361,0.7566666666666667,0.00026595744680851064,64000,32
MNLI_ANLI_WANLI_3way,2,2025,0.25824732824130975,,0.00026263297872340424,64800,32
MNLI_ANLI_WANLI_3way,2,2050,0.2575916618535227,,0.00025930851063829785,65600,32
MNLI_ANLI_WANLI_3way,2,2075,0.2567859328231853,,0.0002559840425531915,66400,32
MNLI_ANLI_WANLI_3way,2,2100,0.2560273997322656,,0.0002526595744680851,67200,32
MNLI_ANLI_WANLI_3way,2,2125,0.2552487874813378,,0.00024933510638297876,68000,32
